"first layer - thick_mean", "first layer - thick_stdev", "first layer - thick_median", "first layer - thick_errlo", "first layer - thick_errup", "first layer - sld_mean", "first layer - sld_stdev", "first layer - sld_median", "first layer - sld_errlo", "first layer - sld_errup", "second layer - thick_mean", "second layer - thick_stdev", "second layer - thick_median", "second layer - thick_errlo", "second layer - thick_errup", "second layer - sld_mean", "second layer - sld_stdev", "second layer - sld_median", "second layer - sld_errlo", "second layer - sld_errup"
2.024521200345478462e+02,4.987289788496280352e+00,1.486009176619681398e+02,5.199429288196862231e+00,5.890253640261565060e+00,7.290749626389114724e-02,5.947897732802999826e+00,8.557135174166262404e-02,2.025473732475126667e+02,4.987093677388323876e+00,1.484619430195375571e+02,5.199357449880392501e+00,1.968648827341243646e+02,4.915784731976408750e+00,1.428994178867034464e+02,5.114384804172106946e+00,2.081127978709654087e+02,5.057925090484591379e+00,1.542569432085601306e+02,5.281734334201584780e+00
