"first layer - thick_mean", "first layer - thick_stdev", "first layer - thick_median", "first layer - thick_errlo", "first layer - thick_errup", "first layer - sld_mean", "first layer - sld_stdev", "first layer - sld_median", "first layer - sld_errlo", "first layer - sld_errup", "second layer - thick_mean", "second layer - thick_stdev", "second layer - thick_median", "second layer - thick_errlo", "second layer - thick_errup", "second layer - sld_mean", "second layer - sld_stdev", "second layer - sld_median", "second layer - sld_errlo", "second layer - sld_errup", "third layer - thick_mean", "third layer - thick_stdev", "third layer - thick_median", "third layer - thick_errlo", "third layer - thick_errup", "third layer - sld_mean", "third layer - sld_stdev", "third layer - sld_median", "third layer - sld_errlo", "third layer - sld_errup", "forth layer - thick_mean", "forth layer - thick_stdev", "forth layer - thick_median", "forth layer - thick_errlo", "forth layer - thick_errup", "forth layer - sld_mean", "forth layer - sld_stdev", "forth layer - sld_median", "forth layer - sld_errlo", "forth layer - sld_errup"
9.716588483040885649e+01,5.060673131360310606e+00,8.253769556143411990e+01,4.724771267761536997e+00,7.808344033859440003e+01,4.831978738580096966e+00,9.237513394088757934e+01,5.075094120336959946e+00,2.876043391714882702e+01,1.251071653979713705e-01,2.108224144027193248e+01,2.848325050982777884e-01,1.938352266917155475e+01,3.257076051838747044e-01,3.308827725899565309e+01,1.521286545423397862e-01,1.147712490619042995e+02,5.042417005770355232e+00,9.037933861807809421e+01,4.675481654222279460e+00,7.444563794221424757e+01,4.867747591539531626e+00,7.726463790184959635e+01,5.053136710911059204e+00,5.910861395075168900e+01,4.945076735549874591e+00,5.644767011248412558e+01,4.425563681424348417e+00,5.686760871786978555e+01,4.461170417799384502e+00,5.785324567971295551e+01,4.933896456580860956e+00,1.226664216612661278e+02,5.188431314732818045e+00,1.035976699368422658e+02,5.043404324995386823e+00,1.003891988937183299e+02,5.167561728822379408e+00,1.320283172188731555e+02,5.223044522977295046e+00
