logz logzerr logvol nlive logl logwt
-9.899695455973678690e+03 8.175993887244113978e+01 -1.750000000000000999e-01 4.000000000000000000e+02 -9.824137105508478271e+03 -9.830304819795170260e+03
-9.830304819795170260e+03 8.579596267608305027e+01 -1.775000000000001021e-01 4.000000000000000000e+02 -9.749938787559796765e+03 -9.756109001846487445e+03
-9.756109001846487445e+03 4.659790519077978388e+01 -1.800000000000001044e-01 4.000000000000000000e+02 -9.738547660823871411e+03 -9.744720375110562600e+03
-9.744720363787086171e+03 4.938415973087215605e+01 -1.825000000000001066e-01 4.000000000000000000e+02 -9.635126683215901721e+03 -9.641301897502593420e+03
-9.641301897502593420e+03 7.428544905283447974e+01 -1.850000000000001088e-01 4.000000000000000000e+02 -9.594242060385049626e+03 -9.600419774671741834e+03
-9.600419774671741834e+03 4.060513984822433287e+01 -1.875000000000001110e-01 4.000000000000000000e+02 -9.453945677141873603e+03 -9.460125891428564501e+03
-9.460125891428564501e+03 9.572997695015452280e+01 -1.900000000000001132e-01 4.000000000000000000e+02 -9.431998376442890731e+03 -9.438181090729582138e+03
-9.438181090729287462e+03 9.781205917615312728e+01 -1.925000000000001155e-01 4.000000000000000000e+02 -9.370756039826695996e+03 -9.376941254113387913e+03
-9.376941254113387913e+03 1.065276943176455688e+02 -1.950000000000001177e-01 4.000000000000000000e+02 -9.349453503795923098e+03 -9.355641218082613705e+03
-9.355641218082051637e+03 1.078066386714333476e+02 -1.975000000000001199e-01 4.000000000000000000e+02 -9.315250075268582805e+03 -9.321440289555273921e+03
-9.321440289555273921e+03 4.975937382126473096e+01 -2.000000000000001221e-01 4.000000000000000000e+02 -9.180783309625539914e+03 -9.186976023912231540e+03
-9.186976023912231540e+03 9.259551562469110308e+01 -2.025000000000001243e-01 4.000000000000000000e+02 -9.157729634847757552e+03 -9.163924849134449687e+03
-9.163924849134351462e+03 8.022643358531234981e+01 -2.050000000000001266e-01 4.000000000000000000e+02 -9.104184176128341278e+03 -9.110381890415032103e+03
-9.110381890415032103e+03 9.564512124409051808e+01 -2.075000000000001288e-01 4.000000000000000000e+02 -9.021324526159241941e+03 -9.027524740445933276e+03
-9.027524740445933276e+03 1.176208243404698948e+02 -2.100000000000001310e-01 4.000000000000000000e+02 -8.986711498644157473e+03 -8.992914212930849317e+03
-8.992914212930849317e+03 3.414632300940986198e+01 -2.125000000000001332e-01 4.000000000000000000e+02 -8.983045741533045657e+03 -8.989250955819736191e+03
-8.989225630397246277e+03 1.376224431030768791e+01 -2.150000000000001354e-01 4.000000000000000000e+02 -8.932929051894343502e+03 -8.939136766181034545e+03
-8.939136766181034545e+03 2.857863844345611426e+01 -2.175000000000001377e-01 4.000000000000000000e+02 -8.898440906327748962e+03 -8.904651120614440515e+03
-8.904651120614440515e+03 2.525647318715536116e+01 -2.200000000000001399e-01 4.000000000000000000e+02 -8.859871716262799964e+03 -8.866084430549492026e+03
-8.866084430549492026e+03 2.201861219395835789e+01 -2.225000000000001421e-01 4.000000000000000000e+02 -8.844451305551749101e+03 -8.850666519838439854e+03
-8.850666519637026795e+03 6.480277889619530995e+00 -2.250000000000001443e-01 4.000000000000000000e+02 -8.810280111288222542e+03 -8.816497825574913804e+03
-8.816497825574913804e+03 1.546629293025032759e+01 -2.275000000000001465e-01 4.000000000000000000e+02 -8.766087083799628090e+03 -8.772307298086319861e+03
-8.772307298086319861e+03 3.300727986206338471e+01 -2.300000000000001488e-01 4.000000000000000000e+02 -8.730035773449959379e+03 -8.736258487736649840e+03
-8.736258487736649840e+03 1.718354215095611437e+01 -2.325000000000001510e-01 4.000000000000000000e+02 -8.679705690485063315e+03 -8.685930904771754285e+03
-8.685930904771754285e+03 3.341175562375609331e+01 -2.350000000000001532e-01 4.000000000000000000e+02 -8.522942131607935153e+03 -8.529169845894626633e+03
-8.529169845894626633e+03 7.426283330849598485e+01 -2.375000000000001554e-01 4.000000000000000000e+02 -8.512468637952555582e+03 -8.518698852239247572e+03
