"first layer - thick_mean", "first layer - thick_stdev", "first layer - thick_median", "first layer - thick_errlo", "first layer - thick_errup", "first layer - sld_mean", "first layer - sld_stdev", "first layer - sld_median", "first layer - sld_errlo", "first layer - sld_errup", "second layer - thick_mean", "second layer - thick_stdev", "second layer - thick_median", "second layer - thick_errlo", "second layer - thick_errup", "second layer - sld_mean", "second layer - sld_stdev", "second layer - sld_median", "second layer - sld_errlo", "second layer - sld_errup", "third layer - thick_mean", "third layer - thick_stdev", "third layer - thick_median", "third layer - thick_errlo", "third layer - thick_errup", "third layer - sld_mean", "third layer - sld_stdev", "third layer - sld_median", "third layer - sld_errlo", "third layer - sld_errup"
1.196393926617181478e+02,5.039620204652377922e+00,1.006147809310455443e+02,4.499523339279568823e+00,1.298454983358892889e+02,5.050569673366236856e+00,4.988474816838462722e+00,1.042265709348409591e-01,8.399955775364617239e+00,1.264092492340311569e-01,5.230188411235145551e+00,1.348244983696819388e-01,1.197272017867329481e+02,5.025170740351661891e+00,1.002535394856395499e+02,4.499836962171827714e+00,1.302020558212840342e+02,5.030740846450022730e+00,1.154277232655698242e+02,4.939975625651438662e+00,9.320766231163854343e+01,4.376518774624901909e+00,1.254175138911404588e+02,4.928911083305466789e+00,1.241405047859365851e+02,5.137237005346625196e+00,1.076244660511508187e+02,4.623670344478184369e+00,1.343743464329433834e+02,5.171196564230544190e+00
