"first layer - thick_mean", "first layer - thick_stdev", "first layer - thick_median", "first layer - thick_errlo", "first layer - thick_errup", "first layer - sld_mean", "first layer - sld_stdev", "first layer - sld_median", "first layer - sld_errlo", "first layer - sld_errup"
2.025893981747316559e+02,4.001170385812944374e+00,3.759204100421746353e-01,1.137989891348995756e-03,2.025854874993988801e+02,4.000840210017088339e+00,2.022059650319930881e+02,4.000191166024032796e+00,2.029673483586978193e+02,4.002194674322635315e+00
